date,product_id,category,brand,listed_price,cost_price,discount_pct,final_price,units_sold,inventory_level,rating,competitor_price,revenue,profit
2023-05-16,P028,Accessories,HRX,2633.33,1974.27,0,2633.33,17,917,4.8,2514.43,44766.61,11204.02
2023-05-17,P005,Kids,Puma,4630.4,2715.69,30,3241.28,7,551,4.5,3071.86,22688.96,3679.13
2023-05-17,P016,Kids,Puma,4952.62,2856.6,40,2971.57,30,305,3.7,2872.57,89147.1,3449.1
2023-05-17,P024,Women,Nike,1025.07,688.92,20,820.06,96,472,3.5,827.02,78725.76,12589.44
2023-05-18,P004,Women,Puma,1776.74,1082.42,10,1599.07,42,657,4.4,1570.39,67160.94,21699.3
2023-05-18,P007,Kids,Levis,2317.72,1600.27,0,2317.72,30,854,4.5,2198.13,69531.6,21523.5
2023-05-18,P010,Women,H&M,3059.74,1815.55,30,2141.82,20,782,3.9,2288.37,42836.4,6525.4
2023-05-18,P010,Women,H&M,2249.63,1295.3,5,2137.15,64,428,3.3,2159.58,136777.6,53878.4
2023-05-18,P012,Men,Nike,3998.7,2646.46,0,3998.7,31,758,4.7,4197.51,123959.7,41919.44
2023-05-18,P016,Kids,Puma,4315.8,2737.38,10,3884.22,17,680,4.0,3618.42,66031.74,19496.28
2023-05-18,P017,Women,H&M,1152.81,740.99,30,806.97,90,716,3.7,778.96,72627.3,5938.2
2023-05-18,P019,Kids,Nike,4001.53,2954.1,30,2801.07,20,644,4.2,2983.64,56021.4,-3060.6
2023-05-18,P019,Kids,Nike,2956.78,2062.37,40,1774.07,34,146,4.3,1915.51,60318.38,-9802.2
2023-05-18,P020,Footwear,H&M,2333.96,1596.41,0,2333.96,46,278,3.8,2262.68,107362.16,33927.3
2023-05-18,P022,Accessories,Puma,1451.9,835.99,20,1161.52,124,308,3.9,1050.34,144028.48,40365.72
2023-05-19,P006,Accessories,Nike,1470.56,821.67,30,1029.39,128,777,4.8,1064.37,131761.92,26588.16
2023-05-19,P015,Men,Roadster,4868.26,3626.32,15,4138.02,26,289,4.5,4098.27,107588.52,13304.2
2023-05-19,P017,Women,H&M,4923.4,2745.41,10,4431.06,16,525,3.6,4830.87,70896.96,26970.4
2023-05-19,P019,Kids,Nike,3833.91,2356.39,0,3833.91,21,751,3.9,3877.1,80512.11,31027.92
2023-05-19,P024,Women,Nike,3561.77,2164.8,15,3027.5,34,521,3.5,3171.01,102935.0,29331.8
2023-05-19,P028,Accessories,HRX,779.06,572.27,30,545.34,189,666,4.6,575.56,103069.26,-5089.77
2023-05-20,P003,Accessories,Adidas,3387.55,2414.05,0,3387.55,10,799,3.8,3587.55,33875.5,9735.0
2023-05-20,P005,Kids,Puma,1783.66,1196.77,30,1248.56,88,860,3.5,1299.98,109873.28,4557.52
2023-05-20,P012,Men,Nike,3277.09,2009.84,0,3277.09,22,532,4.0,3135.91,72095.98,27879.5
2023-05-20,P013,Women,Levis,2175.93,1352.63,5,2067.13,58,545,3.6,2118.07,119893.54,41441.0
2023-05-20,P025,Men,Nike,4828.46,3172.91,30,3379.92,28,993,4.0,3125.38,94637.76,5796.28
2023-05-21,P014,Accessories,Nike,2399.73,1500.94,15,2039.77,46,520,3.4,1853.05,93829.42,24786.18
2023-05-21,P025,Men,Nike,895.09,516.92,20,716.07,102,842,4.2,704.93,73039.14,20313.3
2023-05-21,P026,Women,HRX,858.52,619.08,30,600.96,48,769,4.7,598.74,28846.08,-869.76
2023-05-21,P027,Men,HRX,2860.03,1938.74,0,2860.03,27,352,3.4,2831.32,77220.81,24874.83
2023-05-21,P030,Footwear,Zara,4075.24,2734.33,15,3463.95,7,742,4.9,3306.09,24247.65,5107.34
2023-05-22,P014,Accessories,Nike,2889.05,1661.57,5,2744.6,31,249,3.4,2924.5,85082.6,33573.93
2023-05-22,P019,Kids,Nike,4947.75,2743.2,40,2968.65,12,141,3.6,3041.2,35623.8,2705.4
2023-05-22,P021,Men,Puma,3519.5,2023.57,40,2111.7,44,961,3.8,2000.85,92914.8,3877.72
2023-05-22,P023,Accessories,Roadster,2810.54,1828.96,0,2810.54,29,155,4.1,2552.08,81505.66,28465.82
2023-05-23,P001,Footwear,Adidas,1313.23,795.97,5,1247.57,20,465,4.0,1293.9,24951.4,9032.0
2023-05-23,P004,Women,Puma,1662.94,1171.64,10,1496.65,93,336,4.5,1392.35,139188.45,30225.93
2023-05-23,P005,Kids,Puma,3250.74,1891.75,40,1950.44,30,349,4.8,2101.51,58513.2,1760.7
2023-05-23,P012,Men,Nike,547.76,397.9,10,492.98,240,771,3.6,446.41,118315.2,22819.2
2023-05-23,P015,Men,Roadster,1919.75,1359.71,40,1151.85,132,359,4.3,1070.32,152044.2,-27437.52
2023-05-24,P007,Kids,Levis,1730.42,1157.42,20,1384.34,96,911,3.8,1497.15,132896.64,21784.32
2023-05-24,P009,Footwear,Levis,571.37,386.0,0,571.37,160,645,4.8,576.76,91419.2,29659.2
2023-05-24,P014,Accessories,Nike,4176.5,2760.83,15,3550.02,21,101,5.0,3880.47,74550.42,16572.99
2023-05-24,P014,Accessories,Nike,2805.19,1931.0,40,1683.11,52,625,4.7,1539.69,87521.72,-12890.28
2023-05-24,P022,Accessories,Puma,1802.37,1247.06,0,1802.37,22,772,4.2,1937.88,39652.14,12216.82
2023-05-24,P024,Women,Nike,629.52,452.73,5,598.04,224,801,4.6,635.62,133960.96,32549.44
2023-05-25,P009,Footwear,Levis,4237.95,3063.71,0,4237.95,16,939,4.6,4592.82,67807.2,18787.84
2023-05-25,P014,Accessories,Nike,2596.67,1946.91,40,1558.0,90,597,4.0,1538.34,140220.0,-35001.9
2023-05-25,P021,Men,Puma,3643.22,2521.06,15,3096.74,23,329,3.2,3316.51,71225.02,13240.64
2023-05-25,P028,Accessories,HRX,902.5,668.93,15,767.12,204,802,4.4,770.79,156492.48,20030.76
2023-05-26,P010,Women,H&M,1635.11,990.53,15,1389.84,21,726,3.8,1497.96,29186.64,8385.51
2023-05-26,P013,Women,Levis,4059.22,2741.08,30,2841.45,17,906,4.9,2878.5,48304.65,1706.29
2023-05-26,P018,Footwear,Nike,2775.12,1942.87,40,1665.07,90,596,4.1,1526.94,149856.3,-25002.0
2023-05-26,P020,Footwear,H&M,4928.99,3004.47,5,4682.54,12,163,3.3,5094.77,56190.48,20136.84
2023-05-26,P023,Accessories,Roadster,4731.48,3098.93,15,4021.76,17,123,3.4,4334.15,68369.92,15688.11
2023-05-27,P001,Footwear,Adidas,4073.94,2899.58,5,3870.24,21,281,4.7,3886.57,81275.04,20383.86
2023-05-27,P004,Women,Puma,2260.08,1463.41,10,2034.07,22,227,4.2,2135.43,44749.54,12554.52
2023-05-27,P007,Kids,Levis,920.57,580.41,40,552.34,243,708,3.5,511.69,134218.62,-6821.01
2023-05-27,P008,Accessories,HRX,2813.58,1561.51,30,1969.51,28,506,4.1,2069.23,55146.28,11424.0
2023-05-27,P015,Men,Roadster,3267.85,1897.82,5,3104.46,28,646,4.4,3046.86,86924.88,33785.92
2023-05-27,P017,Women,H&M,1278.82,917.86,10,1150.94,64,705,3.4,1055.39,73660.16,14917.12
2023-05-27,P018,Footwear,Nike,1547.74,1145.45,15,1315.58,90,126,4.1,1353.48,118402.2,15311.7
2023-05-27,P026,Women,HRX,3007.55,1887.93,0,3007.55,28,922,3.8,3126.94,84211.4,31349.36
2023-05-27,P027,Men,HRX,1037.72,666.48,5,985.83,80,131,4.9,973.85,78866.4,25548.0
2023-05-27,P027,Men,HRX,3063.8,2217.67,15,2604.23,15,960,3.5,2696.26,39063.45,5798.4
2023-05-28,P009,Footwear,Levis,2850.22,1890.4,5,2707.71,30,989,4.8,2451.64,81231.3,24519.3
2023-05-28,P012,Men,Nike,734.41,502.86,10,660.97,119,962,4.4,682.3,78655.43,18815.09
2023-05-28,P013,Women,Levis,1403.28,1005.3,5,1333.12,69,739,4.1,1417.78,91985.28,22619.58
2023-05-28,P028,Accessories,HRX,820.66,572.56,30,574.46,120,912,4.6,596.35,68935.2,228.0
2023-05-28,P030,Footwear,Zara,4567.24,2620.25,40,2740.34,5,410,4.3,2724.02,13701.7,600.45
2023-05-29,P009,Footwear,Levis,4248.65,2422.64,15,3611.35,6,866,4.6,3829.83,21668.1,7132.26
2023-05-29,P019,Kids,Nike,3291.38,2370.42,20,2633.1,28,968,4.5,2454.97,73726.8,7355.04
2023-05-29,P022,Accessories,Puma,4778.25,2827.53,40,2866.95,20,846,3.9,2953.98,57339.0,788.4
2023-05-29,P023,Accessories,Roadster,1960.45,1244.53,30,1372.32,15,922,3.9,1353.85,20584.8,1916.85
2023-05-29,P027,Men,HRX,601.1,390.36,0,601.1,96,306,3.4,554.84,57705.6,20231.04
2023-05-29,P028,Accessories,HRX,2425.69,1807.81,20,1940.55,56,736,3.7,2127.44,108670.8,7433.44
2023-05-30,P003,Accessories,Adidas,1193.2,657.58,15,1014.22,72,610,4.5,1071.24,73023.84,25678.08
2023-05-30,P006,Accessories,Nike,2737.46,1898.92,20,2189.97,36,960,4.4,2147.04,78838.92,10477.8
2023-05-30,P018,Footwear,Nike,4719.55,3405.93,10,4247.6,20,487,3.6,4346.29,84952.0,16833.4
2023-05-30,P022,Accessories,Puma,1207.93,734.38,20,966.34,95,487,5.0,953.3,91802.3,22036.2
2023-05-30,P027,Men,HRX,636.66,350.42,20,509.33,126,558,3.7,490.75,64175.58,20022.66
2023-05-31,P005,Kids,Puma,1402.87,854.6,40,841.72,130,719,3.6,818.91,109423.6,-1674.4
2023-05-31,P005,Kids,Puma,3007.54,2250.83,40,1804.52,64,422,3.3,1828.73,115489.28,-28563.84
2023-05-31,P006,Accessories,Nike,4055.29,3015.37,40,2433.17,62,373,4.5,2279.63,150856.54,-36096.4
2023-05-31,P015,Men,Roadster,1971.21,1450.58,20,1576.97,30,753,3.4,1559.4,47309.1,3791.7
2023-05-31,P019,Kids,Nike,4608.19,2688.71,0,4608.19,32,384,5.0,4455.83,147462.08,61423.36
2023-06-01,P004,Women,Puma,2288.63,1575.27,40,1373.18,63,659,3.4,1283.53,86510.34,-12731.67
2023-06-01,P014,Accessories,Nike,1113.26,663.21,10,1001.93,76,723,4.6,950.42,76146.68,25742.72
2023-06-01,P014,Accessories,Nike,1879.02,1061.81,0,1879.02,64,688,4.0,1888.5,120257.28,52301.44
2023-06-01,P017,Women,H&M,1940.78,1071.98,5,1843.74,62,266,3.3,1787.4,114311.88,47849.12
2023-06-01,P029,Footwear,Nike,4216.17,2424.62,20,3372.94,27,292,3.2,3491.49,91069.38,25604.64
2023-06-02,P012,Men,Nike,3442.7,2076.82,15,2926.29,32,621,3.9,3120.9,93641.28,27183.04
2023-06-02,P021,Men,Puma,2272.2,1493.99,10,2044.98,52,498,4.4,1853.69,106338.96,28651.48
2023-06-02,P021,Men,Puma,1195.46,863.33,5,1135.69,24,889,4.4,1136.77,27256.56,6536.64
2023-06-03,P010,Women,H&M,2100.88,1473.91,0,2100.88,66,319,3.3,1907.91,138658.08,41380.02
2023-06-03,P010,Women,H&M,1463.12,1000.23,0,1463.12,72,205,4.9,1425.87,105344.64,33328.08
2023-06-03,P026,Women,HRX,4991.73,3619.91,20,3993.38,21,270,4.9,3692.45,83860.98,7842.87
2023-06-03,P026,Women,HRX,3604.84,2412.14,10,3244.36,22,665,3.2,3137.89,71375.92,18308.84
2023-06-04,P006,Accessories,Nike,1681.29,1022.14,20,1345.03,93,235,3.5,1228.68,125087.79,30028.77
2023-06-04,P008,Accessories,HRX,4545.34,3159.05,5,4318.07,30,245,3.4,4056.96,129542.1,34770.6
2023-06-04,P013,Women,Levis,3988.51,2915.33,10,3589.66,18,191,4.7,3479.09,64613.88,12137.94
2023-06-04,P013,Women,Levis,2359.52,1371.15,15,2005.59,44,614,4.5,2138.97,88245.96,27915.36
2023-06-04,P025,Men,Nike,3774.81,2329.53,30,2642.37,12,455,4.5,2770.95,31708.44,3754.08
2023-06-04,P025,Men,Nike,2130.22,1407.28,20,1704.18,38,197,4.1,1802.23,64758.84,11282.2
2023-06-04,P028,Accessories,HRX,1479.21,994.28,15,1257.33,24,855,3.7,1232.89,30175.92,6313.2
2023-06-05,P002,Kids,H&M,4963.55,2774.94,15,4219.02,29,209,4.7,4151.28,122351.58,41878.32
2023-06-05,P009,Footwear,Levis,3790.11,2258.54,0,3790.11,12,330,4.0,3954.36,45481.32,18378.84
2023-06-05,P010,Women,H&M,1168.53,760.49,30,817.97,168,176,4.8,747.16,137418.96,9656.64
2023-06-05,P011,Footwear,Adidas,3864.38,2526.39,40,2318.63,34,496,4.4,2114.94,78833.42,-7063.84
2023-06-05,P013,Women,Levis,3024.77,1927.51,40,1814.86,12,712,3.6,1881.69,21778.32,-1351.8
2023-06-05,P017,Women,H&M,1562.14,1057.49,40,937.28,120,824,4.8,1025.19,112473.6,-14425.2
2023-06-05,P020,Footwear,H&M,3613.84,2579.54,30,2529.69,10,253,4.1,2631.22,25296.9,-498.5
2023-06-05,P021,Men,Puma,3217.99,2048.74,0,3217.99,5,184,4.9,3317.31,16089.95,5846.25
2023-06-05,P022,Accessories,Puma,1736.74,1283.03,40,1042.04,92,431,3.9,1015.96,95867.68,-22171.08
2023-06-06,P003,Accessories,Adidas,2031.21,1516.24,0,2031.21,46,301,4.7,1856.25,93435.66,23688.62
2023-06-06,P009,Footwear,Levis,551.06,343.79,20,440.85,77,632,4.9,400.48,33945.45,7473.62
2023-06-07,P018,Footwear,Nike,937.93,548.33,0,937.93,135,481,4.0,933.29,126620.55,52596.0
2023-06-07,P020,Footwear,H&M,1860.01,1367.81,0,1860.01,32,380,3.6,1899.67,59520.32,15750.4
2023-06-07,P027,Men,HRX,2978.48,1706.5,5,2829.56,19,682,4.5,2888.98,53761.64,21338.14
2023-06-08,P012,Men,Nike,3008.03,2036.35,15,2556.83,21,917,3.5,2417.53,53693.43,10930.08
2023-06-08,P014,Accessories,Nike,2243.47,1424.95,5,2131.3,44,156,3.7,2120.08,93777.2,31079.4
2023-06-08,P030,Footwear,Zara,3245.52,2062.8,15,2758.69,12,732,4.3,2554.53,33104.28,8350.68
2023-06-09,P003,Accessories,Adidas,1884.1,1209.22,15,1601.48,51,630,3.8,1562.88,81675.48,20005.26
2023-06-09,P012,Men,Nike,4533.26,2493.97,5,4306.6,5,497,3.9,4713.49,21533.0,9063.15
2023-06-09,P022,Accessories,Puma,3461.61,2259.92,40,2076.97,28,677,3.5,2041.41,58155.16,-5122.6
2023-06-09,P029,Footwear,Nike,1727.55,1274.49,30,1209.28,92,493,4.7,1109.23,111253.76,-5999.32
2023-06-10,P004,Women,Puma,3046.84,2048.79,30,2132.79,34,876,4.3,2249.04,72514.86,2856.0
2023-06-10,P012,Men,Nike,3526.92,1997.05,40,2116.15,28,437,4.6,2252.85,59252.2,3334.8
2023-06-10,P021,Men,Puma,988.65,740.34,40,593.19,64,658,4.1,593.91,37964.16,-9417.6
2023-06-10,P021,Men,Puma,4186.26,2526.37,0,4186.26,17,115,3.4,3936.04,71166.42,28218.13
2023-06-10,P025,Men,Nike,4839.24,2873.52,15,4113.35,8,776,3.8,3765.7,32906.8,9918.64
2023-06-10,P028,Accessories,HRX,536.67,305.3,30,375.67,403,112,3.4,406.8,151395.01,28359.11
2023-06-10,P028,Accessories,HRX,1302.84,934.39,10,1172.56,104,254,3.8,1280.22,121946.24,24769.68
2023-06-10,P029,Footwear,Nike,4987.39,3173.09,30,3491.17,22,879,4.4,3512.59,76805.74,6997.76
2023-06-11,P006,Accessories,Nike,521.94,391.31,10,469.75,50,351,4.4,450.33,23487.5,3922.0
2023-06-11,P008,Accessories,HRX,1059.23,601.12,20,847.38,155,803,3.7,852.5,131343.9,38170.3
2023-06-11,P009,Footwear,Levis,2338.3,1297.94,15,1987.56,44,490,4.4,1799.57,87452.64,30343.28
2023-06-11,P009,Footwear,Levis,612.85,402.36,10,551.57,171,199,3.6,523.34,94318.47,25514.91
2023-06-11,P011,Footwear,Adidas,4995.43,3034.07,0,4995.43,5,918,4.3,4560.33,24977.15,9806.8
2023-06-11,P013,Women,Levis,1433.54,943.07,20,1146.83,128,937,3.9,1230.33,146794.24,26081.28
2023-06-11,P015,Men,Roadster,3366.86,1899.38,30,2356.8,52,666,3.7,2137.34,122553.6,23785.84
2023-06-11,P020,Footwear,H&M,3728.98,2158.2,5,3542.53,16,172,3.5,3853.18,56680.48,22149.28
2023-06-11,P021,Men,Puma,1436.44,845.27,15,1220.97,28,599,4.4,1168.76,34187.16,10519.6
2023-06-11,P026,Women,HRX,3078.02,2170.65,10,2770.22,24,575,4.9,2567.73,66485.28,14389.68
2023-06-11,P030,Footwear,Zara,3622.61,2200.08,15,3079.22,14,945,3.7,3274.67,43109.08,12307.96
2023-06-12,P004,Women,Puma,602.95,374.89,40,361.77,429,844,4.1,336.59,155199.33,-5628.48
2023-06-12,P007,Kids,Levis,1253.64,846.64,40,752.18,162,597,3.9,709.57,121853.16,-15302.52
2023-06-12,P009,Footwear,Levis,1891.16,1302.68,5,1796.6,52,394,3.7,1861.9,93423.2,25683.84
2023-06-12,P009,Footwear,Levis,2485.9,1611.17,15,2113.02,22,480,5.0,2070.38,46486.44,11040.7
2023-06-12,P010,Women,H&M,2310.66,1436.57,10,2079.59,48,965,4.9,1901.61,99820.32,30864.96
2023-06-12,P021,Men,Puma,4374.68,3237.59,40,2624.81,5,783,4.9,2484.23,13124.05,-3063.9
2023-06-12,P025,Men,Nike,4123.45,2331.12,10,3711.1,32,377,3.6,3362.37,118755.2,44159.36
2023-06-13,P002,Kids,H&M,3620.28,2549.49,5,3439.27,8,934,4.1,3414.02,27514.16,7118.24
2023-06-13,P008,Accessories,HRX,4044.58,2630.3,15,3437.89,11,254,4.7,3514.96,37816.79,8883.49
2023-06-13,P012,Men,Nike,1230.49,714.0,20,984.39,50,492,4.1,960.92,49219.5,13519.5
2023-06-13,P013,Women,Levis,2272.31,1633.03,30,1590.62,57,264,3.9,1678.69,90665.34,-2417.37
2023-06-13,P021,Men,Puma,2477.59,1486.36,30,1734.31,58,420,4.6,1765.56,100589.98,14381.1
2023-06-13,P027,Men,HRX,1337.5,832.96,40,802.5,132,170,4.6,737.03,105930.0,-4020.72
2023-06-13,P028,Accessories,HRX,736.1,459.52,10,662.49,98,189,4.9,720.86,64924.02,19891.06
2023-06-14,P005,Kids,Puma,1979.26,1385.54,20,1583.41,27,911,4.9,1670.82,42752.07,5342.49
2023-06-14,P016,Kids,Puma,4552.0,3253.46,20,3641.6,6,898,4.5,3963.96,21849.6,2328.84
2023-06-14,P017,Women,H&M,3412.51,2109.96,5,3241.88,16,550,3.6,3092.42,51870.08,18110.72
2023-06-14,P027,Men,HRX,4529.03,3058.11,0,4529.03,5,186,3.5,4143.18,22645.15,7354.6
2023-06-14,P028,Accessories,HRX,1873.8,1169.47,20,1499.04,102,149,4.9,1425.92,152902.08,33616.14
2023-06-14,P030,Footwear,Zara,547.09,378.15,10,492.38,110,873,4.0,451.01,54161.8,12565.3
2023-06-15,P009,Footwear,Levis,499.46,367.12,30,349.62,308,860,4.3,347.02,107682.96,-5390.0
2023-06-15,P017,Women,H&M,4360.63,2754.12,20,3488.5,7,605,4.6,3569.64,24419.5,5140.66
2023-06-15,P017,Women,H&M,1233.11,783.73,0,1233.11,104,512,3.4,1152.82,128243.44,46735.52
2023-06-15,P018,Footwear,Nike,4709.77,3457.95,20,3767.82,11,432,3.4,3643.23,41446.02,3408.57
2023-06-15,P025,Men,Nike,4208.63,2495.94,15,3577.34,27,927,4.5,3905.05,96588.18,29197.8
2023-06-16,P007,Kids,Levis,3134.06,2239.56,0,3134.06,27,629,3.7,3349.04,84619.62,24151.5
2023-06-16,P009,Footwear,Levis,714.98,512.63,20,571.98,112,176,5.0,540.54,64061.76,6647.2
2023-06-16,P012,Men,Nike,864.35,583.81,0,864.35,160,349,4.9,896.04,138296.0,44886.4
2023-06-16,P021,Men,Puma,4126.61,2887.56,20,3301.29,26,151,4.9,3484.82,85833.54,10756.98
2023-06-16,P024,Women,Nike,3408.41,1885.94,15,2897.15,34,413,4.0,2960.38,98503.1,34381.14
2023-06-16,P025,Men,Nike,2717.83,1653.33,15,2310.16,24,146,4.0,2319.63,55443.84,15763.92
2023-06-17,P007,Kids,Levis,1077.68,716.41,0,1077.68,112,630,4.3,1088.57,120700.16,40462.24
2023-06-17,P011,Footwear,Adidas,2005.1,1366.54,40,1203.06,48,142,3.7,1281.8,57746.88,-7847.04
2023-06-17,P027,Men,HRX,2677.85,1982.59,30,1874.5,64,476,4.5,1789.89,119968.0,-6917.76
2023-06-17,P028,Accessories,HRX,1144.72,744.98,10,1030.25,48,896,3.5,976.54,49452.0,13692.96
2023-06-18,P003,Accessories,Adidas,1971.3,1250.06,0,1971.3,34,293,3.4,1978.74,67024.2,24522.16
2023-06-18,P007,Kids,Levis,3054.27,2276.68,15,2596.13,12,707,5.0,2515.86,31153.56,3833.4
2023-06-18,P014,Accessories,Nike,2794.27,1885.02,0,2794.27,22,977,4.8,2806.76,61473.94,20003.5
2023-06-18,P017,Women,H&M,1813.84,1016.32,20,1451.07,48,572,4.2,1398.97,69651.36,20868.0
2023-06-18,P021,Men,Puma,4470.09,2839.13,15,3799.58,25,690,3.2,4064.0,94989.5,24011.25
2023-06-18,P021,Men,Puma,2681.74,1476.46,5,2547.65,19,354,4.3,2344.36,48405.35,20352.61
2023-06-18,P025,Men,Nike,2041.04,1489.73,15,1734.88,22,678,3.7,1675.06,38167.36,5393.3
2023-06-18,P027,Men,HRX,3826.1,2674.56,15,3252.18,11,449,3.2,3505.34,35773.98,6353.82
2023-06-19,P012,Men,Nike,3550.27,2033.08,15,3017.73,8,638,4.3,2778.21,24141.84,7877.2
2023-06-19,P021,Men,Puma,2403.04,1790.33,15,2042.58,14,705,3.6,1861.78,28596.12,3531.5
2023-06-19,P025,Men,Nike,4035.14,2592.54,10,3631.63,21,981,4.3,3686.67,76264.23,21820.89
2023-06-20,P005,Kids,Puma,770.88,524.02,0,770.88,114,337,3.8,700.73,87880.32,28142.04
2023-06-20,P022,Accessories,Puma,2046.17,1210.52,15,1739.24,30,876,3.2,1771.73,52177.2,15861.6
2023-06-20,P022,Accessories,Puma,2401.17,1719.79,20,1920.94,36,236,3.4,1967.16,69153.84,7241.4
2023-06-21,P012,Men,Nike,4678.43,2574.4,30,3274.9,15,737,3.7,3359.66,49123.5,10507.5
2023-06-21,P024,Women,Nike,4859.68,3532.25,15,4130.73,17,929,5.0,4395.83,70222.41,10174.16
2023-06-21,P026,Women,HRX,1549.64,1040.32,10,1394.68,36,847,4.1,1300.68,50208.48,12756.96
2023-06-21,P028,Accessories,HRX,3088.65,1965.11,20,2470.92,32,561,4.2,2248.81,79069.44,16185.92
2023-06-22,P008,Accessories,HRX,1410.62,938.49,40,846.37,145,829,4.6,815.82,122723.65,-13357.4
2023-06-22,P010,Women,H&M,4824.82,3567.86,10,4342.34,12,696,4.4,4354.28,52108.08,9293.76
2023-06-22,P017,Women,H&M,3493.0,2471.92,10,3143.7,16,440,3.8,3214.1,50299.2,10748.48
2023-06-22,P018,Footwear,Nike,776.85,488.34,15,660.32,49,425,3.9,687.7,32355.68,8427.02
2023-06-22,P021,Men,Puma,1812.85,1213.61,5,1722.21,58,787,4.8,1728.07,99888.18,29498.8
2023-06-22,P022,Accessories,Puma,1489.98,1051.6,30,1042.99,116,550,4.9,977.7,120986.84,-998.76
2023-06-22,P023,Accessories,Roadster,1802.51,1239.78,15,1532.13,63,818,4.7,1623.23,96524.19,18418.05
2023-06-22,P023,Accessories,Roadster,1020.73,674.01,20,816.58,108,373,4.5,892.8,88190.64,15397.56
2023-06-22,P027,Men,HRX,2483.96,1821.31,10,2235.56,40,656,4.1,2381.02,89422.4,16570.0
2023-06-23,P008,Accessories,HRX,3678.61,2715.68,0,3678.61,19,273,3.3,3702.32,69893.59,18295.67
2023-06-23,P008,Accessories,HRX,4469.44,3255.33,20,3575.55,30,443,4.4,3846.52,107266.5,9606.6
2023-06-23,P025,Men,Nike,2194.87,1549.49,0,2194.87,60,470,4.4,2401.46,131692.2,38722.8
2023-06-23,P027,Men,HRX,3653.36,2062.51,5,3470.69,31,733,3.5,3479.94,107591.39,43653.58
2023-06-23,P030,Footwear,Zara,4355.8,2773.24,30,3049.06,12,679,3.3,3351.54,36588.72,3309.84
2023-06-24,P003,Accessories,Adidas,4417.1,2503.19,30,3091.97,14,170,3.3,3087.35,43287.58,8242.92
2023-06-24,P004,Women,Puma,2045.58,1282.37,10,1841.02,14,999,3.6,1745.16,25774.28,7821.1
2023-06-24,P007,Kids,Levis,4789.24,3474.95,0,4789.24,29,718,3.3,5215.11,138887.96,38114.41
2023-06-24,P011,Footwear,Adidas,4649.95,2625.12,5,4417.45,19,860,4.4,4721.15,83931.55,34054.27
2023-06-24,P012,Men,Nike,4642.47,2952.43,0,4642.47,31,209,3.2,4735.08,143916.57,52391.24
2023-06-24,P014,Accessories,Nike,1349.0,747.55,30,944.3,30,465,3.4,880.22,28329.0,5902.5
2023-06-24,P024,Women,Nike,1785.63,1065.31,5,1696.35,26,272,4.1,1600.16,44105.1,16407.04
2023-06-24,P026,Women,HRX,3428.86,1887.53,10,3085.97,24,415,4.7,3180.09,74063.28,28762.56
2023-06-25,P004,Women,Puma,842.21,477.04,10,757.99,48,248,4.7,709.89,36383.52,13485.6
2023-06-25,P005,Kids,Puma,1124.31,679.58,10,1011.88,84,566,3.6,1043.32,84997.92,27913.2
2023-06-25,P007,Kids,Levis,3156.95,2350.06,20,2525.56,32,768,3.9,2434.19,80817.92,5616.0
2023-06-25,P008,Accessories,HRX,4685.1,3418.25,10,4216.59,28,155,4.1,4340.94,118064.52,22353.52
2023-06-25,P009,Footwear,Levis,2485.77,1735.54,30,1740.04,66,434,4.3,1628.59,114842.64,297.0
2023-06-25,P017,Women,H&M,3541.05,2213.79,20,2832.84,27,408,3.5,2939.26,76486.68,16714.35
2023-06-25,P023,Accessories,Roadster,591.82,422.88,0,591.82,264,123,4.9,612.94,156240.48,44600.16
2023-06-25,P030,Footwear,Zara,608.93,373.39,40,365.36,221,732,4.0,363.86,80744.56,-1774.63
2023-06-26,P003,Accessories,Adidas,3945.46,2379.89,0,3945.46,21,341,3.3,3621.66,82854.66,32876.97
2023-06-26,P004,Women,Puma,1902.52,1341.07,15,1617.14,78,877,3.5,1716.11,126136.92,21533.46
2023-06-26,P007,Kids,Levis,1266.64,884.07,5,1203.31,88,905,4.2,1280.24,105891.28,28093.12
2023-06-26,P012,Men,Nike,4948.4,3243.6,0,4948.4,29,426,4.4,4495.09,143503.6,49439.2
2023-06-26,P013,Women,Levis,2543.75,1441.16,30,1780.62,48,319,3.8,1734.64,85469.76,16294.08
2023-06-26,P016,Kids,Puma,2863.44,1941.76,30,2004.41,62,399,3.8,2070.57,124273.42,3884.3
2023-06-26,P022,Accessories,Puma,1329.5,855.0,5,1263.02,51,199,4.9,1194.62,64414.02,20809.02
2023-06-27,P008,Accessories,HRX,3715.59,2533.92,20,2972.47,17,679,4.3,2681.29,50531.99,7455.35
2023-06-27,P017,Women,H&M,4789.25,3386.89,40,2873.55,20,564,3.5,2588.09,57471.0,-10266.8
2023-06-27,P026,Women,HRX,3128.11,1750.73,0,3128.11,12,302,3.6,2913.39,37537.32,16528.56
2023-06-28,P002,Kids,H&M,1624.92,960.75,5,1543.67,51,473,4.8,1644.89,78727.17,29728.92
2023-06-28,P005,Kids,Puma,3392.12,2267.7,10,3052.91,6,488,3.9,2926.15,18317.46,4711.26
2023-06-28,P017,Women,H&M,2546.65,1414.9,15,2164.65,52,496,3.5,2103.24,112561.8,38987.0
2023-06-28,P024,Women,Nike,3888.62,2393.59,15,3305.33,8,699,3.2,3234.54,26442.64,7293.92
